storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
6ace2368-6b45-49aa-b058-d5e1e22695e6,Bunny,Bradford and Pepper got into an argument as married couples do.,Bradford said some really horrible things to Pepper.,She was extremely sad.,Bradford felt badly about what he had said.,Bradford brought home a pet bunny for Pepper to make her happy again.
5b018e22-6442-43fd-8d0b-c44e26178100,Second Wedding,My sister-in-law got married for the second time in 1997.,Her second husband was 22 years older than she.,His first wife was in a nursing home due to a stroke.,"Six weeks after she died, they got married on his birthday.","I felt the second wedding was odd, but refrained from comment."
033cb8a6-546d-44fd-a336-c295e3229ffa,Child Visitation,"In 1993, Catherine moved into our condo complex.","She had a two-year old daughter, Amanda.",Catherine was going through a divorce.,She had tried to move to NH with her new boyfriend.,Amanda's father went to court and blocked the move.
5b2e010b-8608-4426-a240-3db04d23e043,Blonde,"My cousin Rose, who is Asian, got married in NYC two weeks ago.",Her half Asian nieces came from DC to the wedding.,One niece dyed her hair blonde.,"My daughter, who is half Asian, said the blonde job was hideous.",She said the cousin was trying too much to be white.
3e7f48a4-8bd7-4704-859e-047b84a04b51,Dancing Nerves,Kelsey was getting married soon.,She was excited but didn't want to do the first dance.,She was too embarrassed for all of those people to watch her dance.,Luckily her boyfriend offered to teach her.,"In his arms, she felt comfortable and didn't notice anyone else."
37028560-877f-4a7c-b53a-ab159e046054,Wedding Nerves,Todd was about to get married.,He was in his house getting ready when huge nerves struck.,He stepped outside for a moment to get some air.,Luckily his dad noticed and came to give him a pep talk.,He felt better right away and happily went on to his wedding.
21e8bce2-589e-472d-a8bc-215bac649164,Shopping,Lydia went shopping for clothes.,She brought back many items.,Her husband said they couldn't afford those things.,She told her husband she wanted a divorce.,He reminded her he was also the only one with a job.
35167f06-e911-4728-9cf3-d965a2f70b4f,He'd Rather Go To Prison,Frank Thomas always found himself arguing with his wife.,He hated the fact that they couldn't get along.,Frank wanted a divorce but his lawyer said it would cost a lot.,Frank decided he did not want to live with her any longer.,"Because he'd rather go to prison, he robbed a local bank."
b7e36802-4a65-4196-af1c-e83a26b76bb0,Dating in America,Milos had never dated an american girl.,So when he took one on a date it was very different for him.,He didn't know all the rules and was very clumsy.,But his date liked him enough to find it charming.,It boded well for Milos as he didn't learn very fast.
b53bfa23-8932-43a6-923b-45a8e2546ff3,Stranger in the bed,"Milda was married to her husband, Bob for twenty years.",They loved each other and took very good care of one another.,They often honeymooned just to do it because of their love.,One day in the middle of the night Milda woke up screaming in horror.,She suddenly couldn't recognize her husband and said he was a stranger.
5cc94dec-cb25-44ac-91dc-8b813bd512ab,Michelle's Dream,"For her whole life, Michelle dreamed of having kids.","When she turned 23, she got married.","After being married for 2 years, she learned she was pregnant.",She worked very hard on the nursery for the new baby.,"Once the baby came, she was very happy and couldn't wait to get it home."
375cf1cf-64bf-4cfd-a43b-df5a7803c5d0,Prom,"In his senior year of high school, Jared was excited to go to prom.",He and his girlfriend had been dating for years.,Jared asked her to the prom and she said yes.,Jared bought the tickets and rented a tux just for the occasion.,They rented a limo and had the best night of their lives.
77a05189-aaaf-4bb1-99c7-1e872a1d7f3d,True love,A single woman dreamed of one day having a husband.,So the single woman put an ad on Craigslist seeking a relationship.,The single woman got an email message from a young man.,The young man sent a picture that she found attractive.,She and the young man went on to date and eventually got married.
b99de537-2036-4c4b-898b-d66a60da2ffb,Dreams Stolen,Kendra received an email from her school this morning.,The email said that  her school was closing it's doors permanently.,"Thinking it was a mistake, she went to classes as usual.","When she arrived on campus, she discovered the email was real.","Stunned and heartbroken, Kendra didn't know what to do."
78e7e92e-6258-4082-8f1e-ea28315c2c56,Favorite Restaurant,Joe's neighbors ran a restaurant.,It was Joe's favorite place to eat.,When Joe got married he had his wedding reception there.,Joe's favorite dish was the fried shrimp.,After 22 years the restaurant closed and Joe was quite sad.
e3e4da97-fa2f-4c40-b1cf-cb7d359e117a,New Best Friend,Terri was heartbroken when the dog she'd had since childhood died.,In her grief she vowed never to own another dog.,"But soon she started dating Dan, who had a beloved dog of his own.","She was worried, but the moment she met Ruby she loved her.","She would never forget her dog, but now knew she could love another."
bdca5e3b-7e2e-431c-91a1-71ea414e9c6f,Wedding Day Rain,Tom was getting married.,It started to rain.,Tom thought it was a bad omen.,His friends comforted him that it wasn't.,The wedding went along without any trouble.
772f5b17-abdc-48b6-b0e8-c12bcfee2935,The secret crush,Joe had a crush on a fellow classmate in his 9th grade class.,The girl Joe had a crush on had no idea.,The girl who Joe had a crush on dated a series of abusive losers.,Joe no longer liked his secret crush and found her repulsive.,Joe finally get go of his secret crush and was happy.
cb223817-7a0a-458a-bf19-7a7693c2d2ce,The Baby,Ciara loved to have adventures.,She didn't want anything or anyone to tie her down.,But one day she met someone and they got married.,"Sure enough, in a few months she had a baby bump.",Ciara was not worried because her baby was her next adventure.
90ef3221-3d05-4d29-a01f-3c22331e3688,Breakup over politics,Jason and Malia were dating for 12 years.,They got along for the most part but always fought over politics.,They were both passionate about politics and didn't see eye to eye.,Eventually their fighting over politics became extremely intense.,They eventually broke up over their political differences.
e42f235a-b48d-492e-b5a1-f4615103a386,Lost Letter,Tom wrote his girlfriend a break up letter.,His girlfriend kept acting like they were dating.,Tom eventually confronted her about it.,Tom's girlfriend claimed she never got the letter.,He knew she was lying.
d868876c-bfd7-4594-b76f-52fac24de0bb,Wedding Mistake,Brad attended Cindy's wedding.,"Brad had dated Cindy a few years earlier, but she dumped him.",Brad still had feelings for Cindy.,Brad drank too much at Cindy's wedding.,He took a swing at the groom and fell to the floor.
90ff7e6a-a459-42ab-834f-f682dfcb9ec9,Class Ring,Don and Andrea dated for a long time in high school.,Don finally gave Andrea his class ring.,They broke up a few weeks after that.,Don asked Andrea to return his ring.,"She did not want to see Don, so she put the ring in his mailbox."
a4918667-7018-4420-8fb1-29232eace8f5,First Kiss,Tim had never had a kiss.,He tried to kiss a girl he liked.,It was awkward and strange.,Tim tried again.,After a while they started dating.
3ad3115b-459f-4742-a38b-feafdc7d00c7,Getting married,"When she was 26, Renee met the man of her dreams.",They dated for a few years.,Renee knew she wanted to marry him but he hadn't asked yet.,"Not one for outdated traditions, she decided to ask him.","One night, she took him to dinner and she proposed and he accepted."
7e933ce9-9a92-4575-ad1f-4e6684141c4b,Engagement,Bill had been dating Laura for a year.,He knew he wanted to marry her.,He went to the jewelry store and bought a ring.,He took her to dinner and popped the question.,She said yes.
d856487a-fc30-46ae-b09a-0750b9710901,Bad Choices,Bob was fired from his job for sexually harassing female employees.,Scandalous rumors began to appear in tabloid newspapers.,"Angry and humiliated, his wife filed for a divorce.",The bad publicity and sordid details also ruined Bob's career.,"His reputation shattered, Bob moved away to try and start over."
1b82c8d0-ea44-43e7-9ed9-6a65fd41e5e2,Wedding Jitters,Kacie was celebrating her wedding one day.,She was getting ready when she began to feel nervous.,She was afraid that her husband would want a divorce some day.,Suddenly a letter from him was delivered.,The heartfelt wedding gift made her feel much more safe and happy.
0caa48c6-8d50-41c3-80d1-18749d0ae640,Hermaphrodite,Rebecca had kept a secret all her life.,"As she never married or had a lover, it was easy to keep.",But when she died the medical examiner saw it.,He called his colleagues to bear witness.,Rebecca had both the female and male reproductive organs.
8fff83cd-7f9b-469c-8dc8-9b9c960d25cf,Trisha The Liar,Trisha was a dramatic little girl.,Trisha wanted to get the attention of her classmates.,Trisha made up a story about how she was dating a boy in her class.,Trisha then told the class she and her boyfriend broke up.,Trisha successfully lied to her entire class to get attention.
c94dcebc-726b-41b3-afe1-c6b19f748054,Hairdo Help,Kelly was about to get married.,She was having a small simple wedding to suit her tastes.,"She even tried doing her hair herself, but she hated it.",Luckily her cousin announced that she was good at fun hair styling.,"With her help, Kelly looked beautiful for her wedding."
ed27749d-8ef3-46d1-8e1d-6538eff917b2,Horoscope,Chris and Lindsey were happily dating.,They went on a date to a carnival.,Lindsey spotted a tent with a sign labeled 'Psychic.'.,Lindsey asked Chris to join her.,Lindsey and Chris had their horoscopes read by the psychic.
1ed4d0c8-868f-403a-a18e-b1fe8b26a511,Cheating Ways,Bradley decided to ask Tonya to marry him over dinner.,He bought her an expensive gold diamond ring.,"Excitedly, he left work early and headed home.",Bradley heard strange noises coming from the bedroom.,"When he opened the door, his heart sank to floor and so did the ring."
93ffacdc-93be-4b1e-bc39-c334a2a0bdd9,Price You Pay When You Like To Play,Shemecka loved money but she hated spending her own.,She met an Army man and used him to pay for all that she wanted.,Shemecka's male co worker made good money which caught her eye.,She dated her co worker on side and had him give her money too.,"When Shemecka's boyfriend found out, he left her."
